,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1203,20,191219.46744791666,75.0,9750.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,201224.0693069307,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,7,5,2000.0,2001,171923.2621870883,180259.57544224765,212076.3323943662,213056.52449567724,201362.69936708861,171.0,230358.9235474006,184761.9463243874,222463.0875576037,203013.7451923077,184416.50114416477,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,1630.0,1630.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,1630.0,0.0,0,1630.0,0,0,2,0,3,1,212431.68905472636,6,183480.25550660794,1,205639.79047619048,202696.47478260868,2000.0,143573.32425742573,2,451.0,187301.23576309794,188067.73250564333,186411.6782122905,74.0,234.0,0,0,0,0,187826.30495552733,181830.5878594249,0,10,2009,173778.14185228606,175476.74064837905,213000
700,20,191219.46744791666,85.0,14331.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,8,5,2002.0,2002,216729.31794871794,180259.57544224765,212076.3323943662,213056.52449567724,201362.69936708861,630.0,230358.9235474006,184761.9463243874,222463.0875576037,315776.0975609756,184416.50114416477,249180.9255319149,231865.73591549296,1274.0,184477.71495877503,0,526.0,1800.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,1800.0,0.0,0,1800.0,1,0,2,0,3,1,212431.68905472636,7,183480.25550660794,1,226874.81048387097,202696.47478260868,2002.0,234427.02916666667,3,765.0,187301.23576309794,188067.73250564333,186411.6782122905,270.0,78.0,0,0,0,0,187826.30495552733,181830.5878594249,0,5,2006,173778.14185228606,175476.74064837905,312500
849,80,191219.46744791666,80.0,9600.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178756.61764705883,179568.7874186551,182502.6222826087,141937.92727272728,181190.67801857585,186037.23464373464,167769.77272727274,6,7,1976.0,1994,216729.31794871794,180259.57544224765,179982.92424242425,167968.72826086957,201362.69936708861,360.0,230358.9235474006,165718.2474226804,151961.42344497607,142223.5292740047,184416.50114416477,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,528.0,528.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,1094.0,761.0,0,1855.0,0,0,2,1,3,1,141800.96090534978,7,183480.25550660794,1,205639.79047619048,202696.47478260868,1976.0,204562.8540925267,2,512.0,187301.23576309794,188067.73250564333,186411.6782122905,113.0,100.0,0,0,0,0,187826.30495552733,181830.5878594249,0,8,2007,173778.14185228606,175476.74064837905,187000
1260,60,191219.46744791666,70.0,23830.5,181064.89435897436,225590.625,179770.30847457628,181091.52712384853,223246.9014084507,179568.7874186551,199134.64,188825.4375,181190.67801857585,186037.23464373464,205302.81518151815,6,5,1999.0,1999,171923.2621870883,180259.57544224765,212076.3323943662,213056.52449567724,157185.94086021505,0.0,146471.11202635913,184761.9463243874,222463.0875576037,203013.7451923077,184416.50114416477,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,841.0,841.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,892.0,783.0,0,1675.0,0,0,2,1,3,1,141800.96090534978,7,183480.25550660794,1,205639.79047619048,251911.16129032258,1999.0,234427.02916666667,2,502.0,187301.23576309794,188067.73250564333,186411.6782122905,0.0,103.0,0,0,0,0,187826.30495552733,181830.5878594249,0,6,2009,173778.14185228606,175476.74064837905,181000
787,60,191219.46744791666,76.0,10142.0,181064.89435897436,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,205302.81518151815,7,5,2004.0,2004,171923.2621870883,180259.57544224765,212076.3323943662,213056.52449567724,157185.94086021505,0.0,230358.9235474006,184761.9463243874,222463.0875576037,203013.7451923077,184416.50114416477,166000.2738654147,231865.73591549296,656.0,184477.71495877503,0,300.0,956.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,956.0,1128.0,0,2084.0,1,0,2,1,4,1,212431.68905472636,8,183480.25550660794,0,142483.43254817987,251911.16129032258,2004.0,204562.8540925267,2,618.0,187301.23576309794,188067.73250564333,186411.6782122905,0.0,45.0,0,0,0,0,187826.30495552733,181830.5878594249,0,1,2010,173778.14185228606,175476.74064837905,233000
352,50,191219.46744791666,60.0,9084.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,130500.93333333333,136148.57142857142,181190.67801857585,186037.23464373464,143308.78787878787,5,6,1941.0,1950,171923.2621870883,180259.57544224765,212076.3323943662,213056.52449567724,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.5292740047,121706.73529411765,196533.93333333332,150640.38461538462,236.0,163487.16216216216,380,0.0,616.0,182096.16666666666,142530.16370106762,107657.98630136986,186559.38169642858,616.0,495.0,0,1111.0,0,1,1,0,3,1,141800.96090534978,5,183480.25550660794,0,142483.43254817987,136812.6679245283,1941.0,143573.32425742573,1,200.0,187301.23576309794,115995.80769230769,186411.6782122905,48.0,0.0,0,0,0,0,187826.30495552733,181830.5878594249,0,3,2008,119500.0,175476.74064837905,95000
710,30,191219.46744791666,56.0,4130.0,181064.89435897436,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,3,6,1935.0,2003,171923.2621870883,180259.57544224765,212076.3323943662,213056.52449567724,157185.94086021505,0.0,230358.9235474006,184761.9463243874,151961.42344497607,142223.5292740047,184416.50114416477,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,270.0,270.0,182096.16666666666,155937.13664596275,186966.7281767956,186559.38169642858,729.0,0.0,0,729.0,0,0,1,0,2,1,141800.96090534978,5,92333.33333333333,0,142483.43254817987,100295.28301886792,2020.0,100295.28301886792,0,0.0,100295.28301886792,100295.28301886792,116039.03225806452,0.0,0.0,0,0,0,0,187826.30495552733,181830.5878594249,0,7,2008,173778.14185228606,175476.74064837905,52000
124,20,191219.46744791666,48.0,17043.0,181064.89435897436,201999.27272727274,179770.30847457628,181091.52712384853,223246.9014084507,179568.7874186551,189225.58823529413,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,6,5,1979.0,1998,171923.2621870883,180259.57544224765,159823.78523489932,163913.09489051095,157185.94086021505,0.0,146471.11202635913,165718.2474226804,151961.42344497607,203013.7451923077,121706.73529411765,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,1362.0,1362.0,182096.16666666666,142530.16370106762,186966.7281767956,186559.38169642858,1586.0,0.0,0,1586.0,0,0,2,0,3,1,141800.96090534978,7,183480.25550660794,1,205639.79047619048,202696.47478260868,1979.0,143573.32425742573,2,435.0,187301.23576309794,188067.73250564333,186411.6782122905,192.0,0.0,0,0,0,0,187826.30495552733,181830.5878594249,0,1,2009,173778.14185228606,175476.74064837905,181000
178,20,191219.46744791666,63.0,17423.0,181064.89435897436,201999.27272727274,179770.30847457628,181091.52712384853,223246.9014084507,179568.7874186551,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,9,5,2008.0,2009,216729.31794871794,180259.57544224765,212076.3323943662,213056.52449567724,260926.15555555557,748.0,349302.6176470588,184761.9463243874,222463.0875576037,315776.0975609756,184416.50114416477,166000.2738654147,231865.73591549296,1904.0,184477.71495877503,0,312.0,2216.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,2234.0,0.0,0,2234.0,1,0,2,0,1,1,325699.43333333335,9,183480.25550660794,1,226874.81048387097,202696.47478260868,2009.0,234427.02916666667,3,1166.0,187301.23576309794,188067.73250564333,186411.6782122905,0.0,60.0,0,0,0,0,187826.30495552733,181830.5878594249,0,7,2009,271289.0240963855,270858.53571428574,501837
287,20,191219.46744791666,70.0,8125.0,181064.89435897436,201999.27272727274,179770.30847457628,181091.52712384853,173068.19576719578,179568.7874186551,148104.59731543623,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,4,4,1971.0,1971,171923.2621870883,180259.57544224765,159823.78523489932,163913.09489051095,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.5292740047,184416.50114416477,166000.2738654147,149709.3137254902,614.0,184477.71495877503,0,244.0,858.0,182096.16666666666,142530.16370106762,186966.7281767956,186559.38169642858,858.0,0.0,0,858.0,0,0,1,0,3,1,141800.96090534978,5,183480.25550660794,0,142483.43254817987,100295.28301886792,2020.0,100295.28301886792,0,0.0,100295.28301886792,100295.28301886792,186411.6782122905,0.0,0.0,0,0,0,0,187826.30495552733,181830.5878594249,0,6,2006,173778.14185228606,175476.74064837905,88000
1407,20,191219.46744791666,70.0,8780.0,181064.89435897436,201999.27272727274,179770.30847457628,181091.52712384853,173068.19576719578,179568.7874186551,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,5,5,1985.0,1985,171923.2621870883,180259.57544224765,159823.78523489932,167968.72826086957,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.5292740047,184416.50114416477,166000.2738654147,161142.61744966442,625.0,184477.71495877503,0,208.0,833.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,833.0,0.0,0,833.0,1,0,1,0,3,1,141800.96090534978,5,183480.25550660794,0,142483.43254817987,100295.28301886792,2020.0,100295.28301886792,0,0.0,100295.28301886792,100295.28301886792,186411.6782122905,0.0,0.0,0,0,0,0,149137.7358490566,181830.5878594249,0,3,2009,173778.14185228606,175476.74064837905,112000
1208,20,191219.46744791666,70.0,7763.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,148104.59731543623,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,5,7,1962.0,1980,171923.2621870883,180259.57544224765,151124.32413793102,151140.4820143885,157185.94086021505,0.0,146471.11202635913,165718.2474226804,151961.42344497607,142223.5292740047,184416.50114416477,166000.2738654147,150848.0,504.0,160456.66666666666,108,319.0,931.0,182096.16666666666,142530.16370106762,186966.7281767956,186559.38169642858,1283.0,0.0,0,1283.0,1,0,1,0,3,1,141800.96090534978,6,183480.25550660794,0,142483.43254817987,136812.6679245283,1980.0,143573.32425742573,2,506.0,187301.23576309794,188067.73250564333,186411.6782122905,0.0,0.0,0,0,0,0,187826.30495552733,181830.5878594249,0,10,2008,173778.14185228606,175476.74064837905,140000
294,20,191219.46744791666,80.0,9600.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,148104.59731543623,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,6,5,1953.0,1953,216729.31794871794,180259.57544224765,159823.78523489932,163913.09489051095,260926.15555555557,238.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.5292740047,184416.50114416477,166000.2738654147,231865.73591549296,1285.0,184477.71495877503,0,131.0,1416.0,182096.16666666666,142530.16370106762,186966.7281767956,186559.38169642858,1644.0,0.0,0,1644.0,1,0,1,0,3,1,141800.96090534978,7,183480.25550660794,2,226874.81048387097,202696.47478260868,1953.0,234427.02916666667,2,418.0,187301.23576309794,188067.73250564333,186411.6782122905,110.0,0.0,0,0,0,0,187826.30495552733,181830.5878594249,0,10,2009,173778.14185228606,175476.74064837905,167000
327,20,191219.46744791666,80.0,11600.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,148104.59731543623,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,6,5,1960.0,1960,216729.31794871794,180259.57544224765,144906.38129496403,150057.68148148147,201362.69936708861,175.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.5292740047,184416.50114416477,166000.2738654147,150848.0,565.0,184477.71495877503,0,818.0,1383.0,182096.16666666666,142530.16370106762,186966.7281767956,186559.38169642858,1383.0,0.0,0,1383.0,0,0,1,1,3,1,141800.96090534978,7,183480.25550660794,0,142483.43254817987,202696.47478260868,1960.0,204562.8540925267,1,292.0,187301.23576309794,188067.73250564333,186411.6782122905,0.0,45.0,0,0,0,0,187826.30495552733,181830.5878594249,0,4,2006,173778.14185228606,175476.74064837905,145250
1456,20,191219.46744791666,85.0,13175.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,189225.58823529413,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,6,6,1978.0,1988,171923.2621870883,180259.57544224765,179982.92424242425,167968.72826086957,260926.15555555557,119.0,146471.11202635913,184761.9463243874,151961.42344497607,203013.7451923077,184416.50114416477,166000.2738654147,161142.61744966442,790.0,163487.16216216216,163,589.0,1542.0,182096.16666666666,142530.16370106762,186966.7281767956,186559.38169642858,2073.0,0.0,0,2073.0,1,0,2,0,3,1,141800.96090534978,7,149606.25,2,205639.79047619048,202696.47478260868,1978.0,143573.32425742573,2,500.0,187301.23576309794,188067.73250564333,186411.6782122905,349.0,0.0,0,0,0,0,149137.7358490566,181830.5878594249,0,2,2010,173778.14185228606,175476.74064837905,210000
841,70,127539.625,60.0,10440.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,132457.9125,185039.5707491082,181190.67801857585,186037.23464373464,205302.81518151815,5,8,1904.0,2002,171923.2621870883,180259.57544224765,151124.32413793102,151140.4820143885,157185.94086021505,0.0,146471.11202635913,184761.9463243874,222463.0875576037,142223.5292740047,184416.50114416477,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,650.0,650.0,182096.16666666666,155937.13664596275,186966.7281767956,186559.38169642858,958.0,581.0,0,1539.0,0,0,2,0,3,1,212431.68905472636,8,183480.25550660794,1,139742.85714285713,136812.6679245283,1983.0,143573.32425742573,2,686.0,220154.54545454544,188067.73250564333,144335.7142857143,70.0,78.0,68,0,0,0,187826.30495552733,181830.5878594249,0,6,2008,173778.14185228606,175476.74064837905,157500
1121,20,191219.46744791666,84.0,10084.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,201224.0693069307,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,7,5,2005.0,2006,171923.2621870883,180259.57544224765,212076.3323943662,213056.52449567724,201362.69936708861,196.0,230358.9235474006,184761.9463243874,222463.0875576037,203013.7451923077,184416.50114416477,208313.98620689654,231865.73591549296,24.0,184477.71495877503,0,1528.0,1552.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,1552.0,0.0,0,1552.0,0,0,2,0,3,1,212431.68905472636,7,183480.25550660794,0,142483.43254817987,202696.47478260868,2005.0,204562.8540925267,3,782.0,187301.23576309794,188067.73250564333,186411.6782122905,144.0,20.0,0,0,0,0,187826.30495552733,181830.5878594249,0,7,2006,271289.0240963855,270858.53571428574,212900
931,20,191219.46744791666,70.0,9100.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872248,179568.7874186551,148104.59731543623,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,5,6,1965.0,1965,171923.2621870883,180259.57544224765,212076.3323943662,213056.52449567724,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.5292740047,184416.50114416477,166000.2738654147,149709.3137254902,338.0,163487.16216216216,466,121.0,925.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,925.0,0.0,0,925.0,0,1,1,0,2,1,141800.96090534978,5,183480.25550660794,0,142483.43254817987,136812.6679245283,1965.0,143573.32425742573,1,429.0,187301.23576309794,188067.73250564333,186411.6782122905,0.0,0.0,0,0,0,0,138916.25,181830.5878594249,0,7,2009,173778.14185228606,175476.74064837905,117500
236,20,191219.46744791666,65.0,8773.0,181064.89435897436,166452.7032786885,179770.30847457628,181091.52712384853,178756.61764705883,179568.7874186551,201224.0693069307,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,7,5,2004.0,2004,171923.2621870883,180259.57544224765,212076.3323943662,213056.52449567724,201362.69936708861,98.0,230358.9235474006,184761.9463243874,222463.0875576037,203013.7451923077,184416.50114416477,208313.98620689654,231865.73591549296,24.0,184477.71495877503,0,1390.0,1414.0,182096.16666666666,214933.65863453815,186966.7281767956,186559.38169642858,1414.0,0.0,0,1414.0,0,0,2,0,3,1,212431.68905472636,6,183480.25550660794,0,142483.43254817987,202696.47478260868,2004.0,204562.8540925267,2,494.0,187301.23576309794,188067.73250564333,186411.6782122905,132.0,105.0,0,0,0,0,187826.30495552733,181830.5878594249,0,5,2010,173778.14185228606,175476.74064837905,185500
