,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1203,20,3,2.942838765545948,9.936905957087447,1,0,1,1,2,0,6,3,1,4,5,1.6265915283192642,1.4953594885511643,2000.0,2001,2,0,5,5,2,171.0,2,4,5,3,3,1,5,0.0,5,0,6.353998740950457,6.353998740950457,5,4,1,2,6.353998740950457,0.0,0,6.353998740950457,0,0,2,0,3,1,2,1.5650878569588353,6,1,3,5,2000.0,1,2,4.608340265214799,3,5,2,74.0,234.0,0,0,0,0,4,2,0,1.7782856913330884,2009,5,3,213000
700,20,3,3.036362955906293,10.941307051719187,1,0,1,1,2,0,3,3,1,4,5,1.6817847662528043,1.4953594885511643,2002.0,2002,4,0,5,5,2,630.0,2,4,5,4,3,4,6,1274.0,5,0,4.789018688625051,6.513555096872982,5,4,1,2,6.513555096872982,0.0,0,6.513555096872982,1,0,2,0,3,1,2,1.6265915283192642,6,1,4,5,2002.0,3,3,5.259144417108167,3,5,2,270.0,78.0,0,0,0,0,4,2,0,1.4953594885511643,2006,5,3,312500
849,80,3,2.990702258667686,9.898464527390095,1,0,1,1,1,0,3,2,1,4,4,1.5650878569588353,1.6265915283192642,1976.0,1994,4,0,3,3,2,360.0,2,3,2,2,3,1,5,0.0,5,0,4.7935686080414035,4.7935686080414035,5,4,1,2,5.751147711544192,761.0,0,6.562750947582881,0,0,2,1,3,1,1,1.6265915283192642,6,1,3,5,1976.0,2,2,4.756826673319094,3,5,2,113.0,100.0,0,0,0,0,4,2,0,1.6817847662528043,2007,5,3,187000
1260,60,3,2.8925075626521703,12.424624742824227,1,2,1,1,4,0,5,6,1,4,6,1.5650878569588353,1.4953594885511643,1999.0,1999,2,0,5,5,1,0.0,1,4,5,3,3,1,5,0.0,5,0,5.385164807134504,5.385164807134504,5,4,1,2,5.465016010955503,783.0,0,6.397405724197895,0,0,2,1,3,1,1,1.6265915283192642,6,1,3,6,1999.0,3,2,4.733434271224224,3,5,2,0.0,103.0,0,0,0,0,4,2,0,1.5650878569588353,2009,5,3,181000
787,60,3,2.9525920815446214,10.035312650834552,1,1,1,1,2,0,3,3,1,4,6,1.6265915283192642,1.4953594885511643,2004.0,2004,2,0,5,5,1,0.0,2,4,5,3,3,1,6,656.0,5,0,4.161790480069846,5.560503574317708,5,4,1,2,5.560503574317708,1128.0,0,6.756537574823365,1,0,2,1,4,1,2,1.6817847662528043,6,0,1,6,2004.0,2,2,4.985940232293203,3,5,2,0.0,45.0,0,0,0,0,4,2,0,1.0,2010,5,3,233000
352,50,3,2.783163667483463,9.762684057163789,1,0,1,1,2,0,0,0,1,4,2,1.4953594885511643,1.5650878569588353,1941.0,1950,2,0,5,5,1,0.0,1,4,2,2,2,2,2,236.0,3,380,0.0,4.981897228968096,5,2,0,2,4.981897228968096,495.0,0,5.773361239347491,0,1,1,0,3,1,1,1.4953594885511643,6,0,1,2,1941.0,1,1,3.760598356644857,3,1,2,48.0,0.0,0,0,0,0,4,2,0,1.3160927019021114,2008,0,3,95000
710,30,3,2.7355620994596337,8.016551627726226,1,1,1,1,2,0,3,3,1,4,5,1.3160927019021114,1.5650878569588353,1935.0,2003,2,0,5,5,1,0.0,2,4,2,2,3,1,5,0.0,5,0,4.053603335305516,4.053603335305516,5,3,1,2,5.196152422706632,0.0,0,5.196152422706632,0,0,1,0,2,1,1,1.4953594885511643,0,0,1,0,2020.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,4,2,0,1.6265915283192642,2008,5,3,52000
124,20,3,2.6321474122852617,11.425795377128019,1,1,1,1,4,0,4,3,1,4,5,1.5650878569588353,1.4953594885511643,1979.0,1998,2,0,2,2,1,0.0,1,3,2,3,2,1,5,0.0,5,0,6.074973250969917,6.074973250969917,5,2,1,2,6.310673498129973,0.0,0,6.310673498129973,0,0,2,0,3,1,1,1.6265915283192642,6,1,3,5,1979.0,1,2,4.566913618626917,3,5,2,192.0,0.0,0,0,0,0,4,2,0,1.0,2009,5,3,181000
178,20,3,2.8173214229121957,11.488959918112691,1,1,1,1,4,0,3,3,1,4,5,1.7320508075688772,1.4953594885511643,2008.0,2009,4,0,5,5,4,748.0,3,4,5,4,3,1,6,1904.0,5,0,4.202796687921032,6.861078632401759,5,4,1,2,6.874969090839609,0.0,0,6.874969090839609,1,0,2,0,1,1,3,1.7320508075688772,6,1,4,5,2009.0,3,3,5.84351777613451,3,5,2,0.0,60.0,0,0,0,0,4,2,0,1.6265915283192642,2009,7,5,501837
287,20,3,2.8925075626521703,9.494145564504475,1,1,1,1,0,0,2,3,1,4,5,1.4142135623730951,1.4142135623730951,1971.0,1971,2,0,2,2,1,0.0,1,4,2,2,3,1,1,614.0,5,0,3.9522778242426226,5.41217146808931,5,2,1,2,5.41217146808931,0.0,0,5.41217146808931,0,0,1,0,3,1,1,1.4953594885511643,6,0,1,0,2020.0,0,0,0.0,0,0,2,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588353,2006,5,3,88000
1407,20,3,2.8925075626521703,9.679963842907679,1,1,1,1,0,0,3,3,1,4,5,1.4953594885511643,1.4953594885511643,1985.0,1985,2,0,2,3,1,0.0,1,4,2,2,3,1,4,625.0,5,0,3.797657172520974,5.372308628513443,5,4,1,2,5.372308628513443,0.0,0,5.372308628513443,1,0,1,0,3,1,1,1.4953594885511643,6,0,1,0,2020.0,0,0,0.0,0,0,2,0.0,0.0,0,0,0,0,2,2,0,1.3160927019021114,2009,5,3,112000
1208,20,3,2.8925075626521703,9.386580847145568,1,0,1,1,2,0,2,3,1,4,5,1.4953594885511643,1.6265915283192642,1962.0,1980,2,0,1,1,1,0.0,1,3,2,2,3,1,3,504.0,1,108,4.226180308505542,5.52379398602084,5,2,1,2,5.984897659943735,0.0,0,5.984897659943735,1,0,1,0,3,1,1,1.5650878569588353,6,0,1,2,1980.0,1,2,4.74282616168883,3,5,2,0.0,0.0,0,0,0,0,4,2,0,1.7782856913330884,2008,5,3,140000
294,20,3,2.990702258667686,9.898464527390095,1,0,1,1,2,0,2,3,1,4,5,1.5650878569588353,1.4953594885511643,1953.0,1953,4,0,2,2,4,238.0,1,4,2,2,3,1,6,1285.0,5,0,3.3831198619026193,6.134313327504555,5,2,1,2,6.367597663169368,0.0,0,6.367597663169368,1,0,1,0,3,1,1,1.6265915283192642,6,2,4,5,1953.0,3,2,4.521614755814564,3,5,2,110.0,0.0,0,0,0,0,4,2,0,1.7782856913330884,2009,5,3,167000
327,20,3,2.990702258667686,10.378020042378026,1,0,1,1,2,0,2,3,1,4,5,1.5650878569588353,1.4953594885511643,1960.0,1960,4,0,0,0,2,175.0,1,4,2,2,3,1,3,565.0,5,0,5.347962228737223,6.098253848438912,5,2,1,2,6.098253848438912,0.0,0,6.098253848438912,0,0,1,1,3,1,1,1.6265915283192642,6,0,1,5,1960.0,2,1,4.1337634184844205,3,5,2,0.0,45.0,0,0,0,0,4,2,0,1.4142135623730951,2006,5,3,145250
1456,20,3,3.036362955906293,10.71365483856933,1,0,1,1,2,0,4,3,1,4,5,1.5650878569588353,1.5650878569588353,1978.0,1988,2,0,3,3,4,119.0,1,4,2,3,3,1,4,790.0,3,163,4.926388129248446,6.266442371872577,5,2,1,2,6.747606983220051,0.0,0,6.747606983220051,1,0,2,0,3,1,1,1.6265915283192642,3,2,3,5,1978.0,1,2,4.728710183548999,3,5,2,349.0,0.0,0,0,0,0,2,2,0,1.1892014127135908,2010,5,3,210000
841,70,1,2.783163667483463,10.108229320706965,1,0,1,1,2,0,1,3,1,4,6,1.4953594885511643,1.6817847662528043,1904.0,2002,2,0,1,1,1,0.0,1,4,5,2,3,1,5,0.0,5,0,5.0492672735754445,5.0492672735754445,5,3,1,2,5.563416216678382,581.0,0,6.263393648813716,0,0,2,0,3,1,2,1.6817847662528043,6,1,0,2,1983.0,1,2,5.117772953150618,4,5,1,70.0,78.0,68,0,0,0,4,2,0,1.5650878569588353,2008,5,3,157500
1121,20,3,3.027408132379908,10.020933090286553,1,0,1,1,2,0,6,3,1,4,5,1.6265915283192642,1.4953594885511643,2005.0,2006,2,0,5,5,2,196.0,2,4,5,3,3,3,6,24.0,5,0,6.252167624112456,6.276575499426419,5,4,1,2,6.276575499426419,0.0,0,6.276575499426419,0,0,2,0,3,1,2,1.6265915283192642,6,0,1,5,2005.0,2,3,5.288128213271687,3,5,2,144.0,20.0,0,0,0,0,4,2,0,1.6265915283192642,2006,7,5,212900
931,20,3,2.8925075626521703,9.766980085983588,1,0,1,1,2,0,2,3,1,4,5,1.4953594885511643,1.5650878569588353,1965.0,1965,2,0,5,5,1,0.0,1,4,2,2,3,1,1,338.0,3,466,3.3166247903554,5.51487080537704,5,4,1,2,5.51487080537704,0.0,0,5.51487080537704,0,1,1,0,2,1,1,1.4953594885511643,6,0,1,2,1965.0,1,1,4.551076795660561,3,5,2,0.0,0.0,0,0,0,0,1,2,0,1.6265915283192642,2009,5,3,117500
236,20,3,2.839418954645475,9.678031824704856,1,0,1,1,1,0,6,3,1,4,5,1.6265915283192642,1.4953594885511643,2004.0,2004,2,0,5,5,2,98.0,2,4,5,3,3,3,6,24.0,5,0,6.105956108587745,6.132144812380086,5,4,1,2,6.132144812380086,0.0,0,6.132144812380086,0,0,2,0,3,1,2,1.5650878569588353,6,0,1,5,2004.0,2,2,4.714456490413291,3,5,2,132.0,105.0,0,0,0,0,4,2,0,1.4953594885511643,2010,5,3,185500
88,50,0,3.2010935631436954,9.593362288582664,1,1,1,1,0,0,3,2,0,4,2,1.3160927019021114,1.1892014127135908,1915.0,1982,4,0,3,3,1,0.0,0,1,2,2,2,1,5,0.0,5,0,5.641604381733976,5.641604381733976,5,2,0,2,5.641604381733976,0.0,513,6.250119998848022,0,0,1,0,2,1,0,1.5650878569588353,6,0,1,0,2020.0,0,0,0.0,0,0,0,0.0,0.0,156,0,0,0,2,2,0,1.7782856913330884,2009,3,1,85000
886,90,3,2.8925075626521703,9.571483688540663,1,0,1,1,0,0,2,3,1,1,5,1.4953594885511643,1.4953594885511643,1959.0,2005,2,0,1,1,2,122.0,1,4,2,2,3,1,2,528.0,5,0,5.756396442219733,6.350094487485993,5,4,1,2,6.432441216210219,0.0,0,6.432441216210219,0,0,2,0,4,2,1,1.6817847662528043,6,0,1,5,2005.0,3,2,4.924296904127532,3,5,2,272.0,54.0,0,0,0,0,4,2,0,1.5650878569588353,2006,5,2,145000
552,20,3,3.0540792393125624,10.274950121533438,1,1,1,1,2,0,8,3,1,4,5,1.6817847662528043,1.4953594885511643,2006.0,2006,2,0,5,5,4,250.0,2,4,5,4,3,3,5,0.0,5,0,6.429626738777299,6.429626738777299,5,4,1,2,6.437134455640957,0.0,0,6.437134455640957,0,0,2,0,3,1,2,1.6265915283192642,6,1,4,5,2006.0,2,3,5.489353331677603,3,5,2,169.0,39.0,0,0,0,0,4,2,0,1.6265915283192642,2009,5,3,255500
630,70,1,2.6591540008055192,9.740035934225295,1,0,1,1,0,0,1,0,1,4,6,1.4953594885511643,1.5650878569588353,1880.0,1991,2,0,5,5,1,0.0,1,4,1,1,2,1,5,0.0,5,0,5.021852247926058,5.021852247926058,5,2,1,1,5.744562646538029,661.0,0,6.467843535522485,0,0,1,0,3,1,3,1.6817847662528043,6,0,1,2,1937.0,1,1,3.9359751015472644,1,3,0,0.0,0.0,293,0,0,0,2,2,0,1.5650878569588353,2006,5,1,124000
1352,50,1,2.6591540008055192,8.801119247004895,1,0,1,1,2,0,3,3,1,4,2,1.5650878569588353,1.7320508075688772,1937.0,2000,2,0,1,1,1,0.0,2,4,1,2,3,1,5,0.0,5,0,5.1400097276172545,5.1400097276172545,5,2,1,2,5.294874880485846,390.0,0,5.856014002715499,0,0,1,0,2,1,1,1.4142135623730951,6,0,1,2,1999.0,1,2,4.99799959983992,3,5,0,210.0,0.0,0,0,0,0,4,2,0,1.6265915283192642,2009,5,3,134900
665,60,3,3.208675739304301,10.285995333461901,1,1,1,1,0,0,5,3,1,4,6,1.6817847662528043,1.4953594885511643,2000.0,2000,2,0,5,5,2,40.0,2,4,5,3,3,1,5,0.0,5,0,6.123454907158213,6.123454907158213,5,4,1,2,6.1750627527175785,482.0,0,6.6332495807108,0,0,2,1,3,1,2,1.6265915283192642,6,1,3,5,2000.0,2,2,4.738132543523872,3,5,2,188.0,124.0,0,0,0,0,4,2,0,1.8211534806270449,2006,5,3,230500
900,20,3,2.8925075626521703,9.256014261008893,1,1,1,1,2,0,2,3,1,4,5,1.4142135623730951,1.5650878569588353,1971.0,1971,2,0,2,2,1,0.0,1,4,2,2,3,1,4,322.0,5,0,4.811621348360655,5.41217146808931,5,2,1,2,5.41217146808931,0.0,0,5.41217146808931,0,0,1,0,2,1,1,1.4142135623730951,6,0,1,2,1979.0,1,1,5.114039499260834,3,5,2,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588353,2007,5,3,110000
290,60,3,3.309758299332445,11.177835210808935,1,0,1,1,2,0,6,3,1,4,6,1.6817847662528043,1.4953594885511643,2006.0,2006,2,0,5,5,1,0.0,2,4,5,3,3,3,5,0.0,5,0,5.731326199057248,5.731326199057248,5,4,1,2,5.731326199057248,840.0,0,6.618640343756412,0,0,2,1,3,1,2,1.6817847662528043,6,1,4,5,2006.0,2,2,5.115906566777779,4,5,2,0.0,51.0,0,0,0,0,4,2,0,1.6265915283192642,2006,7,5,233230
1382,70,1,2.783163667483463,9.21155795726217,1,0,1,1,0,0,1,3,1,4,6,1.6265915283192642,1.6265915283192642,1920.0,1950,4,0,0,0,1,0.0,1,4,1,1,3,1,5,0.0,5,0,4.940961444901184,4.940961444901184,5,4,1,2,5.6205960538007,764.0,0,6.478904228339851,1,0,1,1,4,1,2,1.6817847662528043,6,0,1,2,1989.0,1,2,4.898979485566356,3,5,0,36.0,0.0,221,0,0,0,4,2,0,1.7782856913330884,2006,5,3,157000
570,90,3,2.932967780252623,10.698579344941084,1,1,1,1,2,0,2,3,1,1,5,1.4953594885511643,1.4953594885511643,1965.0,1965,2,0,2,2,2,108.0,1,4,2,2,3,1,2,231.0,5,0,6.220217038014027,6.447418087886034,5,2,1,2,6.447418087886034,0.0,0,6.447418087886034,0,0,2,0,6,2,1,1.7782856913330884,6,0,1,2,1987.0,1,2,4.898979485566356,3,5,2,0.0,0.0,0,0,0,0,4,2,0,1.8211534806270449,2008,5,3,142600
348,160,3,2.449489742783178,7.0340102359891405,1,0,1,1,2,0,8,3,1,2,6,1.6265915283192642,1.4953594885511643,2003.0,2004,2,0,5,4,4,106.0,2,4,5,3,3,1,6,573.0,5,0,3.7175664082837847,5.257423323263973,5,4,1,2,5.257423323263973,862.0,0,6.350094487485993,1,0,2,1,2,1,2,1.5650878569588353,6,0,1,6,2003.0,2,2,4.665993999138876,3,5,2,0.0,27.0,0,0,0,0,4,2,0,1.7782856913330884,2008,5,3,154000
544,60,3,2.759673893778031,11.43600891919904,1,1,1,1,2,0,5,3,1,4,6,1.6265915283192642,1.4953594885511643,2006.0,2006,2,0,5,5,1,0.0,2,4,5,3,4,3,6,554.0,5,0,3.1622776601683795,5.057014929778238,5,4,1,2,5.076238765070059,832.0,0,6.219180010258587,1,0,2,1,3,1,2,1.6265915283192642,6,1,4,5,2006.0,2,2,4.543104665314239,3,5,2,100.0,24.0,0,0,0,0,4,2,0,1.7320508075688772,2006,7,5,179665
1376,30,3,2.6853491393113114,8.90629552619943,1,0,0,1,2,0,3,3,1,4,5,1.5650878569588353,1.4953594885511643,1930.0,1950,2,0,0,0,1,0.0,1,4,1,3,3,2,3,384.0,5,0,4.426725652217449,5.2642948245705234,5,2,0,2,5.301594099891088,0.0,0,5.301594099891088,0,0,1,0,2,1,1,1.4142135623730951,6,0,1,2,1925.0,1,1,3.5565573241549195,1,5,2,0.0,141.0,0,0,0,0,4,2,0,1.4142135623730951,2008,5,3,91000
660,60,3,2.8925075626521703,10.549094747891878,1,0,1,1,4,0,4,3,1,4,6,1.6265915283192642,1.6265915283192642,1976.0,1976,2,0,3,3,2,233.0,1,4,2,3,3,1,5,0.0,5,0,5.30662793118191,5.30662793118191,5,2,1,2,5.813217697626677,793.0,0,6.632390217711862,0,0,2,1,3,1,1,1.6265915283192642,6,1,3,5,1976.0,2,2,4.842736829521092,3,5,2,0.0,113.0,252,0,0,0,4,2,0,1.8211534806270449,2007,5,3,197900
1111,60,3,2.990702258667686,10.117899979738878,1,0,1,1,2,0,4,3,1,4,6,1.6265915283192642,1.5650878569588353,1976.0,1976,4,0,3,3,2,660.0,1,4,2,2,3,1,4,403.0,5,0,4.47213595499958,5.3232790646367585,5,2,1,2,5.756396442219733,866.0,0,6.657101471361241,0,0,2,1,4,1,1,1.6817847662528043,6,1,4,5,1976.0,2,2,4.687995307164886,3,5,2,0.0,69.0,0,0,0,0,4,2,0,1.7320508075688772,2008,5,3,205000
458,70,1,2.8925075626521703,8.450698196007238,1,0,1,1,2,0,1,3,1,4,6,1.6817847662528043,1.6265915283192642,1925.0,1996,4,0,4,4,1,0.0,1,3,5,2,3,1,5,0.0,5,0,4.924296904127532,4.924296904127532,5,1,1,2,5.372308628513443,833.0,0,6.388794878535387,0,0,1,0,3,1,2,1.6265915283192642,6,1,4,2,1925.0,1,1,3.8858332439774097,3,5,2,192.0,63.0,0,0,0,0,2,2,0,1.5650878569588353,2008,5,3,161000
1005,80,3,2.839418954645475,9.569200593571022,1,0,1,1,2,0,6,3,1,4,4,1.4953594885511643,1.6817847662528043,1977.0,1977,2,0,2,2,2,220.0,2,4,2,3,4,3,6,595.0,5,0,4.443917190947644,5.602204923063775,5,2,1,2,5.602204923063775,0.0,0,5.602204923063775,0,0,2,0,3,1,1,1.5650878569588353,6,0,1,5,1977.0,1,1,4.255678559289929,3,5,2,210.0,0.0,0,0,0,0,4,2,0,1.8211534806270449,2008,5,3,149900
333,120,1,2.7714797491592824,9.515398047375632,1,0,1,1,3,0,8,3,1,3,5,1.6265915283192642,1.4953594885511643,2004.0,2004,2,0,5,5,4,146.0,2,4,5,3,3,3,6,720.0,5,0,5.025803418360094,6.0705106869191825,5,4,1,2,6.0705106869191825,0.0,0,6.0705106869191825,1,0,2,0,2,1,2,1.5650878569588353,6,1,4,5,2004.0,2,2,4.69041575982343,3,5,2,192.0,30.0,0,0,0,0,4,2,0,1.6265915283192642,2008,5,3,207000
721,120,1,2.8925075626521703,8.156482084820636,1,0,1,1,2,0,6,3,1,3,5,1.5650878569588353,1.4953594885511643,2004.0,2004,2,0,5,5,2,169.0,2,4,5,3,3,3,6,662.0,5,0,3.6929933658212817,5.396332087631375,5,4,1,2,5.396332087631375,0.0,0,5.396332087631375,1,0,1,0,1,1,2,1.3160927019021114,6,0,1,5,2004.0,2,2,4.527018886640523,3,5,2,160.0,0.0,0,0,0,0,4,2,0,1.4953594885511643,2010,5,3,143000
1289,60,3,3.045258609707885,10.25623225166045,1,1,1,1,2,0,8,3,1,4,6,1.6817847662528043,1.4953594885511643,2006.0,2006,2,0,5,5,4,788.0,2,4,5,3,3,2,5,0.0,5,0,5.739276957945139,5.739276957945139,5,4,1,2,5.785015125304341,850.0,0,6.662184326480317,0,0,2,1,3,1,3,1.6817847662528043,6,1,4,6,2006.0,3,3,5.238396701281796,3,5,2,177.0,74.0,0,0,0,0,4,2,0,1.7782856913330884,2006,7,5,281000
678,20,3,2.990702258667686,10.432166601430405,1,1,1,1,2,0,3,3,1,4,5,1.6817847662528043,1.4953594885511643,2008.0,2008,4,0,5,5,4,464.0,2,4,5,4,3,2,5,0.0,5,0,6.725526001733991,6.725526001733991,5,4,1,2,6.725526001733991,0.0,0,6.725526001733991,0,0,2,1,3,1,2,1.6265915283192642,6,1,4,5,2008.0,3,3,5.373927800036022,3,5,2,322.0,82.0,0,0,0,0,4,2,0,1.6265915283192642,2009,7,5,372500
1354,60,3,2.8925075626521703,10.078080174318917,1,1,1,1,2,0,6,3,1,4,6,1.6265915283192642,1.4953594885511643,2000.0,2000,2,0,5,5,1,0.0,2,4,5,3,3,1,6,735.0,5,0,4.003898100601463,5.612129720524998,5,4,1,2,5.612129720524998,873.0,0,6.571575153644672,1,0,2,1,3,1,2,1.6265915283192642,6,1,3,5,2000.0,2,3,5.381960609294721,3,5,2,0.0,184.0,0,0,0,0,4,2,0,1.5650878569588353,2008,5,3,235000
328,75,3,2.8925075626521703,10.44184370693222,1,1,0,1,2,0,3,8,1,4,3,1.5650878569588353,1.5650878569588353,1916.0,1994,2,0,0,4,1,0.0,1,4,1,2,3,1,5,0.0,5,0,5.389962894120886,5.389962894120886,5,3,0,1,6.165484571386097,689.0,0,6.796705084083022,0,0,2,0,5,1,2,1.7782856913330884,6,0,1,2,1930.0,1,2,4.58257569495584,3,5,2,0.0,60.0,268,0,0,0,4,2,0,1.6265915283192642,2009,5,3,214500
