,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
287,20,3,70.0,8125.0,1,1,1,1,0,0,2,3,1,4,5,4,4,1971.0,1971,2,0,2,2,1,0.0,1,4,2,2,3,1,1,614.0,5,0,244.0,858.0,5,2,1,2,858.0,0.0,0,858.0,0,0,1,0,3,1,1,5,6,0,1,0,2020.0,0,0,0.0,0,0,2,0.0,0.0,0,0,0,0,4,2,0,6,2006,5,3,88000
1407,20,3,70.0,8780.0,1,1,1,1,0,0,3,3,1,4,5,5,5,1985.0,1985,2,0,2,3,1,0.0,1,4,2,2,3,1,4,625.0,5,0,208.0,833.0,5,4,1,2,833.0,0.0,0,833.0,1,0,1,0,3,1,1,5,6,0,1,0,2020.0,0,0,0.0,0,0,2,0.0,0.0,0,0,0,0,2,2,0,3,2009,5,3,112000
1208,20,3,70.0,7763.0,1,0,1,1,2,0,2,3,1,4,5,5,7,1962.0,1980,2,0,1,1,1,0.0,1,3,2,2,3,1,3,504.0,1,108,319.0,931.0,5,2,1,2,1283.0,0.0,0,1283.0,1,0,1,0,3,1,1,6,6,0,1,2,1980.0,1,2,506.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,10,2008,5,3,140000
294,20,3,80.0,9600.0,1,0,1,1,2,0,2,3,1,4,5,6,5,1953.0,1953,4,0,2,2,4,238.0,1,4,2,2,3,1,6,1285.0,5,0,131.0,1416.0,5,2,1,2,1644.0,0.0,0,1644.0,1,0,1,0,3,1,1,7,6,2,4,5,1953.0,3,2,418.0,3,5,2,110.0,0.0,0,0,0,0,4,2,0,10,2009,5,3,167000
327,20,3,80.0,11600.0,1,0,1,1,2,0,2,3,1,4,5,6,5,1960.0,1960,4,0,0,0,2,175.0,1,4,2,2,3,1,3,565.0,5,0,818.0,1383.0,5,2,1,2,1383.0,0.0,0,1383.0,0,0,1,1,3,1,1,7,6,0,1,5,1960.0,2,1,292.0,3,5,2,0.0,45.0,0,0,0,0,4,2,0,4,2006,5,3,145250
1456,20,3,85.0,13175.0,1,0,1,1,2,0,4,3,1,4,5,6,6,1978.0,1988,2,0,3,3,4,119.0,1,4,2,3,3,1,4,790.0,3,163,589.0,1542.0,5,2,1,2,2073.0,0.0,0,2073.0,1,0,2,0,3,1,1,7,3,2,3,5,1978.0,1,2,500.0,3,5,2,349.0,0.0,0,0,0,0,2,2,0,2,2010,5,3,210000
841,70,1,60.0,10440.0,1,0,1,1,2,0,1,3,1,4,6,5,8,1904.0,2002,2,0,1,1,1,0.0,1,4,5,2,3,1,5,0.0,5,0,650.0,650.0,5,3,1,2,958.0,581.0,0,1539.0,0,0,2,0,3,1,2,8,6,1,0,2,1983.0,1,2,686.0,4,5,1,70.0,78.0,68,0,0,0,4,2,0,6,2008,5,3,157500
1121,20,3,84.0,10084.0,1,0,1,1,2,0,6,3,1,4,5,7,5,2005.0,2006,2,0,5,5,2,196.0,2,4,5,3,3,3,6,24.0,5,0,1528.0,1552.0,5,4,1,2,1552.0,0.0,0,1552.0,0,0,2,0,3,1,2,7,6,0,1,5,2005.0,2,3,782.0,3,5,2,144.0,20.0,0,0,0,0,4,2,0,7,2006,7,5,212900
931,20,3,70.0,9100.0,1,0,1,1,2,0,2,3,1,4,5,5,6,1965.0,1965,2,0,5,5,1,0.0,1,4,2,2,3,1,1,338.0,3,466,121.0,925.0,5,4,1,2,925.0,0.0,0,925.0,0,1,1,0,2,1,1,5,6,0,1,2,1965.0,1,1,429.0,3,5,2,0.0,0.0,0,0,0,0,1,2,0,7,2009,5,3,117500
236,20,3,65.0,8773.0,1,0,1,1,1,0,6,3,1,4,5,7,5,2004.0,2004,2,0,5,5,2,98.0,2,4,5,3,3,3,6,24.0,5,0,1390.0,1414.0,5,4,1,2,1414.0,0.0,0,1414.0,0,0,2,0,3,1,2,6,6,0,1,5,2004.0,2,2,494.0,3,5,2,132.0,105.0,0,0,0,0,4,2,0,5,2010,5,3,185500
88,50,0,105.0,8470.0,1,1,1,1,0,0,3,2,0,4,2,3,2,1915.0,1982,4,0,3,3,1,0.0,0,1,2,2,2,1,5,0.0,5,0,1013.0,1013.0,5,2,0,2,1013.0,0.0,513,1526.0,0,0,1,0,2,1,0,6,6,0,1,0,2020.0,0,0,0.0,0,0,0,0.0,0.0,156,0,0,0,2,2,0,10,2009,3,1,85000
886,90,3,70.0,8393.0,1,0,1,1,0,0,2,3,1,1,5,5,5,1959.0,2005,2,0,1,1,2,122.0,1,4,2,2,3,1,2,528.0,5,0,1098.0,1626.0,5,4,1,2,1712.0,0.0,0,1712.0,0,0,2,0,4,2,1,8,6,0,1,5,2005.0,3,2,588.0,3,5,2,272.0,54.0,0,0,0,0,4,2,0,6,2006,5,2,145000
552,20,3,87.0,11146.0,1,1,1,1,2,0,8,3,1,4,5,8,5,2006.0,2006,2,0,5,5,4,250.0,2,4,5,4,3,3,5,0.0,5,0,1709.0,1709.0,5,4,1,2,1717.0,0.0,0,1717.0,0,0,2,0,3,1,2,7,6,1,4,5,2006.0,2,3,908.0,3,5,2,169.0,39.0,0,0,0,0,4,2,0,7,2009,5,3,255500
630,70,1,50.0,9000.0,1,0,1,1,0,0,1,0,1,4,6,5,6,1880.0,1991,2,0,5,5,1,0.0,1,4,1,1,2,1,5,0.0,5,0,636.0,636.0,5,2,1,1,1089.0,661.0,0,1750.0,0,0,1,0,3,1,3,8,6,0,1,2,1937.0,1,1,240.0,1,3,0,0.0,0.0,293,0,0,0,2,2,0,6,2006,5,1,124000
1352,50,1,50.0,6000.0,1,0,1,1,2,0,3,3,1,4,2,6,9,1937.0,2000,2,0,1,1,1,0.0,2,4,1,2,3,1,5,0.0,5,0,698.0,698.0,5,2,1,2,786.0,390.0,0,1176.0,0,0,1,0,2,1,1,4,6,0,1,2,1999.0,1,2,624.0,3,5,0,210.0,0.0,0,0,0,0,4,2,0,7,2009,5,3,134900
665,60,3,106.0,11194.0,1,1,1,1,0,0,5,3,1,4,6,8,5,2000.0,2000,2,0,5,5,2,40.0,2,4,5,3,3,1,5,0.0,5,0,1406.0,1406.0,5,4,1,2,1454.0,482.0,0,1936.0,0,0,2,1,3,1,2,7,6,1,3,5,2000.0,2,2,504.0,3,5,2,188.0,124.0,0,0,0,0,4,2,0,11,2006,5,3,230500
900,20,3,70.0,7340.0,1,1,1,1,2,0,2,3,1,4,5,4,6,1971.0,1971,2,0,2,2,1,0.0,1,4,2,2,3,1,4,322.0,5,0,536.0,858.0,5,2,1,2,858.0,0.0,0,858.0,0,0,1,0,2,1,1,4,6,0,1,2,1979.0,1,1,684.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,6,2007,5,3,110000
290,60,3,120.0,15611.0,1,0,1,1,2,0,6,3,1,4,6,8,5,2006.0,2006,2,0,5,5,1,0.0,2,4,5,3,3,3,5,0.0,5,0,1079.0,1079.0,5,4,1,2,1079.0,840.0,0,1919.0,0,0,2,1,3,1,2,8,6,1,4,5,2006.0,2,2,685.0,4,5,2,0.0,51.0,0,0,0,0,4,2,0,7,2006,7,5,233230
1382,70,1,60.0,7200.0,1,0,1,1,0,0,1,3,1,4,6,7,7,1920.0,1950,4,0,0,0,1,0.0,1,4,1,1,3,1,5,0.0,5,0,596.0,596.0,5,4,1,2,998.0,764.0,0,1762.0,1,0,1,1,4,1,2,8,6,0,1,2,1989.0,1,2,576.0,3,5,0,36.0,0.0,221,0,0,0,4,2,0,10,2006,5,3,157000
570,90,3,74.0,13101.0,1,1,1,1,2,0,2,3,1,1,5,5,5,1965.0,1965,2,0,2,2,2,108.0,1,4,2,2,3,1,2,231.0,5,0,1497.0,1728.0,5,2,1,2,1728.0,0.0,0,1728.0,0,0,2,0,6,2,1,10,6,0,1,2,1987.0,1,2,576.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,11,2008,5,3,142600
348,160,3,36.0,2448.0,1,0,1,1,2,0,8,3,1,2,6,7,5,2003.0,2004,2,0,5,4,4,106.0,2,4,5,3,3,1,6,573.0,5,0,191.0,764.0,5,4,1,2,764.0,862.0,0,1626.0,1,0,2,1,2,1,2,6,6,0,1,6,2003.0,2,2,474.0,3,5,2,0.0,27.0,0,0,0,0,4,2,0,10,2008,5,3,154000
544,60,3,58.0,17104.0,1,1,1,1,2,0,5,3,1,4,6,7,5,2006.0,2006,2,0,5,5,1,0.0,2,4,5,3,4,3,6,554.0,5,0,100.0,654.0,5,4,1,2,664.0,832.0,0,1496.0,1,0,2,1,3,1,2,7,6,1,4,5,2006.0,2,2,426.0,3,5,2,100.0,24.0,0,0,0,0,4,2,0,9,2006,7,5,179665
1376,30,3,52.0,6292.0,1,0,0,1,2,0,3,3,1,4,5,6,5,1930.0,1950,2,0,0,0,1,0.0,1,4,1,3,3,2,3,384.0,5,0,384.0,768.0,5,2,0,2,790.0,0.0,0,790.0,0,0,1,0,2,1,1,4,6,0,1,2,1925.0,1,1,160.0,1,5,2,0.0,141.0,0,0,0,0,4,2,0,4,2008,5,3,91000
660,60,3,70.0,12384.0,1,0,1,1,4,0,4,3,1,4,6,7,7,1976.0,1976,2,0,3,3,2,233.0,1,4,2,3,3,1,5,0.0,5,0,793.0,793.0,5,2,1,2,1142.0,793.0,0,1935.0,0,0,2,1,3,1,1,7,6,1,3,5,1976.0,2,2,550.0,3,5,2,0.0,113.0,252,0,0,0,4,2,0,11,2007,5,3,197900
1111,60,3,80.0,10480.0,1,0,1,1,2,0,4,3,1,4,6,7,6,1976.0,1976,4,0,3,3,2,660.0,1,4,2,2,3,1,4,403.0,5,0,400.0,803.0,5,2,1,2,1098.0,866.0,0,1964.0,0,0,2,1,4,1,1,8,6,1,4,5,1976.0,2,2,483.0,3,5,2,0.0,69.0,0,0,0,0,4,2,0,9,2008,5,3,205000
458,70,1,70.0,5100.0,1,0,1,1,2,0,1,3,1,4,6,8,7,1925.0,1996,4,0,4,4,1,0.0,1,3,5,2,3,1,5,0.0,5,0,588.0,588.0,5,1,1,2,833.0,833.0,0,1666.0,0,0,1,0,3,1,2,7,6,1,4,2,1925.0,1,1,228.0,3,5,2,192.0,63.0,0,0,0,0,2,2,0,6,2008,5,3,161000
1005,80,3,65.0,8385.0,1,0,1,1,2,0,6,3,1,4,4,5,8,1977.0,1977,2,0,2,2,2,220.0,2,4,2,3,4,3,6,595.0,5,0,390.0,985.0,5,2,1,2,985.0,0.0,0,985.0,0,0,2,0,3,1,1,6,6,0,1,5,1977.0,1,1,328.0,3,5,2,210.0,0.0,0,0,0,0,4,2,0,11,2008,5,3,149900
333,120,1,59.0,8198.0,1,0,1,1,3,0,8,3,1,3,5,7,5,2004.0,2004,2,0,5,5,4,146.0,2,4,5,3,3,3,6,720.0,5,0,638.0,1358.0,5,4,1,2,1358.0,0.0,0,1358.0,1,0,2,0,2,1,2,6,6,1,4,5,2004.0,2,2,484.0,3,5,2,192.0,30.0,0,0,0,0,4,2,0,7,2008,5,3,207000
721,120,1,70.0,4426.0,1,0,1,1,2,0,6,3,1,3,5,6,5,2004.0,2004,2,0,5,5,2,169.0,2,4,5,3,3,3,6,662.0,5,0,186.0,848.0,5,4,1,2,848.0,0.0,0,848.0,1,0,1,0,1,1,2,3,6,0,1,5,2004.0,2,2,420.0,3,5,2,160.0,0.0,0,0,0,0,4,2,0,5,2010,5,3,143000
1289,60,3,86.0,11065.0,1,1,1,1,2,0,8,3,1,4,6,8,5,2006.0,2006,2,0,5,5,4,788.0,2,4,5,3,3,2,5,0.0,5,0,1085.0,1085.0,5,4,1,2,1120.0,850.0,0,1970.0,0,0,2,1,3,1,3,8,6,1,4,6,2006.0,3,3,753.0,3,5,2,177.0,74.0,0,0,0,0,4,2,0,10,2006,7,5,281000
678,20,3,80.0,11844.0,1,1,1,1,2,0,3,3,1,4,5,8,5,2008.0,2008,4,0,5,5,4,464.0,2,4,5,4,3,2,5,0.0,5,0,2046.0,2046.0,5,4,1,2,2046.0,0.0,0,2046.0,0,0,2,1,3,1,2,7,6,1,4,5,2008.0,3,3,834.0,3,5,2,322.0,82.0,0,0,0,0,4,2,0,7,2009,7,5,372500
1354,60,3,70.0,10316.0,1,1,1,1,2,0,6,3,1,4,6,7,5,2000.0,2000,2,0,5,5,1,0.0,2,4,5,3,3,1,6,735.0,5,0,257.0,992.0,5,4,1,2,992.0,873.0,0,1865.0,1,0,2,1,3,1,2,7,6,1,3,5,2000.0,2,3,839.0,3,5,2,0.0,184.0,0,0,0,0,4,2,0,6,2008,5,3,235000
328,75,3,70.0,11888.0,1,1,0,1,2,0,3,8,1,4,3,6,6,1916.0,1994,2,0,0,4,1,0.0,1,4,1,2,3,1,5,0.0,5,0,844.0,844.0,5,3,0,1,1445.0,689.0,0,2134.0,0,0,2,0,5,1,2,10,6,0,1,2,1930.0,1,2,441.0,3,5,2,0.0,60.0,268,0,0,0,4,2,0,7,2009,5,3,214500
318,60,3,90.0,9900.0,1,0,2,1,2,1,3,3,1,4,6,7,5,1993.0,1993,2,0,2,2,2,256.0,2,4,5,3,3,4,6,987.0,5,0,360.0,1347.0,5,4,1,2,1372.0,1274.0,0,2646.0,1,0,2,1,4,1,2,9,6,1,3,5,1993.0,2,3,656.0,3,5,2,340.0,60.0,144,0,0,0,4,2,0,4,2009,5,3,260000
1438,20,1,90.0,7407.0,1,0,1,1,2,0,1,0,1,4,5,6,7,1957.0,1996,2,0,1,1,1,0.0,1,4,2,2,3,1,6,600.0,5,0,312.0,912.0,5,2,1,1,1236.0,0.0,0,1236.0,1,0,1,0,2,1,1,6,6,0,1,5,1957.0,1,2,923.0,3,5,2,0.0,158.0,158,0,0,0,2,2,0,4,2010,5,3,149700
908,20,3,70.0,8885.0,1,1,2,1,2,1,3,3,1,4,5,5,5,1983.0,1983,2,0,2,2,1,0.0,1,4,2,3,3,3,1,301.0,6,324,239.0,864.0,5,2,1,2,902.0,0.0,0,902.0,1,0,1,0,2,1,1,5,6,0,1,5,1983.0,1,2,484.0,3,5,2,164.0,0.0,0,0,0,0,2,2,0,6,2006,5,3,131000
12,20,3,70.0,12968.0,1,3,1,1,2,0,3,3,1,4,5,5,6,1962.0,1962,4,0,2,3,1,0.0,1,4,2,2,3,1,4,737.0,5,0,175.0,912.0,5,2,1,2,912.0,0.0,0,912.0,1,0,1,0,2,1,1,4,6,0,1,2,1962.0,1,1,352.0,3,5,2,140.0,0.0,0,0,176,0,4,2,0,9,2008,5,3,144000
171,20,3,141.0,23830.5,1,1,1,1,0,0,2,3,1,4,5,6,5,1960.0,1960,4,0,4,3,4,112.0,1,4,2,2,4,4,1,639.0,5,0,441.0,1080.0,5,1,1,2,1656.0,0.0,0,1656.0,1,0,1,0,3,1,1,7,6,2,4,5,1960.0,3,2,528.0,3,5,1,210.0,62.0,0,0,0,0,4,2,0,5,2010,5,3,215000
260,80,3,120.0,19296.0,1,0,1,1,0,0,2,0,1,4,4,6,5,1962.0,1962,2,0,0,0,2,399.0,1,4,2,2,3,4,3,672.0,6,690,0.0,1362.0,5,2,1,2,1382.0,0.0,0,1382.0,1,0,1,0,3,1,1,6,6,1,3,5,1991.0,1,2,884.0,3,5,2,0.0,0.0,252,0,0,0,1,2,0,5,2009,5,3,176000
778,90,2,60.0,8400.0,1,0,1,1,2,0,3,2,1,1,5,5,5,1977.0,1977,2,0,3,3,2,320.0,1,4,0,0,1,0,0,0.0,0,0,0.0,0.0,5,2,1,2,2020.0,0.0,0,2020.0,0,0,2,0,4,2,1,10,6,2,3,2,1977.0,1,2,630.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,10,2007,5,3,144000
818,80,3,80.0,8816.0,1,0,1,1,2,0,3,3,1,4,4,6,7,1971.0,1971,2,0,2,2,2,80.0,1,4,2,2,3,3,6,504.0,5,0,506.0,1010.0,5,3,1,2,1052.0,0.0,0,1052.0,1,0,1,0,3,1,1,6,6,0,1,5,1971.0,1,2,440.0,3,5,2,0.0,0.0,0,0,0,0,2,2,0,6,2010,5,3,155000
759,60,3,65.0,12257.0,1,1,1,1,2,0,3,3,1,4,6,8,5,1995.0,1995,2,0,5,5,2,513.0,2,4,5,3,3,3,2,56.0,6,64,1198.0,1318.0,5,4,1,2,1328.0,1203.0,0,2531.0,0,0,2,1,4,1,2,9,6,1,3,5,1995.0,2,3,752.0,3,5,2,222.0,98.0,0,0,0,0,4,2,0,11,2007,5,3,290000
138,60,3,73.0,9066.0,1,1,1,1,2,0,6,3,1,4,6,8,5,1999.0,2000,2,0,5,5,2,320.0,2,4,5,3,3,2,6,668.0,5,0,336.0,1004.0,5,4,1,2,1004.0,848.0,0,1852.0,0,0,2,1,3,1,2,7,6,2,3,5,1999.0,3,3,660.0,3,5,2,224.0,106.0,0,0,0,0,3,2,0,12,2008,5,3,230000
1209,20,3,85.0,10182.0,1,1,1,1,4,0,7,4,1,4,5,8,5,2006.0,2006,4,0,5,5,4,420.0,2,4,5,4,3,2,6,1220.0,5,0,440.0,1660.0,5,4,1,2,1660.0,0.0,0,1660.0,1,0,2,0,3,1,2,8,6,1,4,5,2006.0,2,2,500.0,3,5,2,322.0,50.0,0,0,0,0,4,2,0,5,2006,7,5,290000
885,120,4,50.0,5119.0,1,1,1,1,4,0,7,3,1,3,5,9,5,1999.0,2000,2,0,1,1,2,60.0,2,4,5,4,3,3,6,1238.0,5,0,460.0,1698.0,5,4,1,2,1709.0,0.0,0,1709.0,1,0,2,0,2,1,2,5,6,1,3,5,1999.0,3,2,506.0,3,5,2,97.0,65.0,0,0,0,0,4,2,0,1,2008,6,1,328900
741,20,3,65.0,6768.0,1,1,1,1,2,0,3,2,1,4,5,6,8,1961.0,1996,4,0,2,2,1,0.0,1,3,2,2,3,2,6,832.0,5,0,80.0,912.0,5,3,1,2,912.0,0.0,0,912.0,1,1,1,0,3,1,2,5,6,0,1,2,1962.0,1,1,288.0,3,5,2,168.0,0.0,0,0,0,0,3,2,0,5,2008,5,3,142000
139,60,3,65.0,15426.0,1,1,1,1,2,0,6,3,1,4,6,6,5,1997.0,1997,2,0,5,5,1,0.0,1,4,5,3,3,1,6,821.0,5,0,107.0,928.0,5,4,1,2,928.0,836.0,0,1764.0,1,0,2,1,3,1,2,7,6,0,1,5,1997.0,2,2,470.0,3,5,2,276.0,99.0,0,0,0,0,2,2,0,8,2009,5,3,231500
